bioguide_id,first_name,last_name,full_name,date_of_birth,age,age_pretty,assumed_office,tenure_months,tenure_years,tenure_pretty,chamber,given_name,middle_name,family_name,nick_name,unaccented_given_name,unaccented_middle_name,unaccented_family_name,honorific_prefix,honorific_suffix,military_service,has_military_service,profile_birthplace,profile_education
S001230,Suhas,Subramanyam,Suhas Subramanyam,9/26/86,39,"39 years",1/3/25,8,0.67,8 months,Suhas,,Subramanyam,,Suhas,,Subramanyam,,,,,,"Houston, Harris County, Tex","graduated from Clear Lake High School, Houston, Tex., 2004; B.A., Tulane University, New Orleans, La., 2008; J.D., Northwestern University, Chicago, Ill., 2013",
S001198,Dan,Sullivan,Dan Sullivan,11/13/64,60,"60 years, 11 months",1/3/15,128,10.67,"10 years, 8 months",Daniel,Scott,Sullivan,,Daniel,Scott,Sullivan,,,,,,"Fairview Park, Cuyahoga County, Ohio","graduated Culver Military Academy, Culver, Ind., 1983; B.A., Harvard University, 1987; M.F.S. and J.D., Georgetown University, 1993",
S001201,Tom,Suozzi,Tom Suozzi,8/31/62,63,"63 years, 1 months",2/28/24,19,1.58,"1 year, 7 months",Thomas,,Suozzi,,Thomas,,Suozzi,,,,,,"Glen Cove, Nassau County, N.Y","graduated from Chaminade High School, Mineola, N.Y., 1980; B.S., Boston College, Chestnut Hill, Mass., 1984; J.D., Fordham University, New York City, N.Y., 1989; law clerk for Chief Judge of the Eastern District of New York, 1989-1990",
S001193,Eric,Swalwell,Eric Swalwell,11/16/80,44,"44 years, 10 months",1/3/13,152,12.67,"12 years, 8 months",Eric,,Swalwell,,Eric,,Swalwell,,,,,,"Sac City, Sac County, Iowa","graduated from Dublin High School, Dublin, Calif., 1999; B.A. University of Maryland, College Park, Md., 2003; J.D., University of Maryland School of Law, Baltimore, Md., 2006",
S001223,Emilia,Sykes,Emilia Sykes,1/4/86,39,"39 years, 9 months",1/3/23,32,2.67,"2 years, 8 months",Emilia,Strong,Sykes,,Emilia,Strong,Sykes,,,,,,"Akron, Summit County, Ohio","graduated from Firestone High School, Akron, Ohio, 2003; B.A., Kent State University, Kent, Ohio, 2007; J.D., University of Florida, Gainesville, Fla., 2011; M.P.H, University of Florida, Gainesville, Fla., 2011; law clerk, United States Bankruptcy Court for the Northern District of Georgia",
T000472,Mark,Takano,Mark Takano,12/10/60,64,"64 years, 10 months",1/3/13,152,12.67,"12 years, 8 months",Mark,,Takano,,Mark,,Takano,,,,,,"Riverside, Riverside County, Calif","graduated from La Sierra High School, Riverside, Calif., 1979; A.B., Harvard University, Cambridge, Mass., 1983; M.F.A., University of California, Riverside, Calif., 2010; member of the Riverside Community College district board of trustees, 1990-2012, president, 1992, 1997, 1998, 2005, 2006",
T000490,David,Taylor,David Taylor,11/16/69,55,"55 years, 10 months",1/3/25,8,0.67,8 months,David,J.,Taylor,,David,J.,Taylor,,,,,,Ohio,"graduated from Amelia High School, Amelia, Ohio; B.A., Miami University, Miami, Ohio, 1992, J.D., University of Dayton School of Law, Dayton, Ohio, 1996",
T000478,Claudia,Tenney,Claudia Tenney,2/4/61,64,"64 years, 8 months",1/3/21,56,4.67,"4 years, 8 months",Claudia,,Tenney,,Claudia,,Tenney,,,,,,"New Hartford, Oneida County, N.Y","graduated from New Hartford High School, New Hartford, N.Y., 1979; B.A., Colgate University, Hamilton Township, N.Y., 1983; J.D., Cincinnati University, Cincinnati, Ohio, 1987",
T000488,Shri,Thanedar,Shri Thanedar,2/22/55,70,"70 years, 7 months",1/3/23,32,2.67,"2 years, 8 months",Shri,,Thanedar,,Shri,,Thanedar,,,,,,"Chikodi, Karnataka, India","graduated from Chintamanrao High School, Belgaum, India, 1969; B.S., Karnatak University, Dharwad, India, 1973; M.S., University of Bombay (now University of Mumbai), Bombay, India, 1977; Ph.D., University of Akron, Akron, Ohio, 1982; postdoctoral research, University of Michigan, Ann Arbor, Mich., 1982-1984; M.B.A., Fontbonne University, St. Louis, Mo., 1987",
T000460,Mike,Thompson,Mike Thompson,1/24/51,74,"74 years, 8 months",1/3/99,320,26.67,"26 years, 8 months",Michael,,Thompson,,Michael,,Thompson,,,,Army,Yes,"St. Helena, Napa County, Calif","graduated from St. Helena High School, St. Helena, Calif.; B.A., California State University, Chico, Calif., 1982; M.A., California State University, Chico, Calif., 1996",
T000193,Bennie,Thompson,Bennie Thompson,1/28/48,77,"77 years, 8 months",4/13/93,389,32.42,"32 years, 5 months",Bennie,,Thompson,,Bennie,,Thompson,,,,,,"Bolton, Hinds County, Miss","B.A., Tougaloo College, Tougaloo, Miss., 1968; M.S., Jackson State University, Jackson, Miss., 1972",
T000467,Glenn,Thompson,Glenn Thompson,7/27/59,66,"66 years, 2 months",1/3/09,200,16.67,"16 years, 8 months",Glenn,,Thompson,,Glenn,,Thompson,,,,,,"Howard, Centre County, Pa","B.S., Pennsylvania State University, University Park, Pa., 1981; M.Ed., Temple University, Philadelphia, Pa., 1988; member of the Bald Eagle, Pa., school board, 1990-1995",
T000250,John,Thune,John Thune,1/7/61,64,"64 years, 9 months",1/3/05,248,20.67,"20 years, 8 months",John,,Thune,,John,,Thune,,,,,,"Pierre, Hughes County, S. Dak","graduated from Jones County High School, S. Dak., 1979; B.S., Biola University, La Mirada, Calif., 1983; M.B.A., University of South Dakota, Vermillion, S. Dak., 1984",
T000165,Tom,Tiffany,Tom Tiffany,12/30/57,67,"67 years, 9 months",5/19/20,64,5.33,"5 years, 4 months",Thomas,P.,TIFFANY,,Thomas,P.,TIFFANY,,,,,,"Wabasha, Wabasha County, Minn","graduated from Elmwood High School, Elmwood, Wis., 1976; B.S., University of Wisconsin, River Falls, Wis., 1980",
T000476,Thom,Tillis,Thom Tillis,8/30/60,65,"65 years, 1 months",1/3/15,128,10.67,"10 years, 8 months",Thomas,Roland,Tillis,Thom,Thomas,Roland,Tillis,,,,,,"Jacksonville, Duval County, Fla","B.A., University of Maryland University College, 1997",
T000480,William,Timmons,William Timmons,4/30/84,41,"41 years, 5 months",1/3/19,80,6.67,"6 years, 8 months",William,R.,Timmons,,William,R.,Timmons,,IV,,South Carolina Air National Guard,Yes,"Greenville, Greenville County, S.C","graduated from Christ Church Episcopal School, Greenville, S.C., 2002; B.A., The George Washington University, Washington, D.C., 2006; M.A., University of South Carolina, Columbia, S.C., 2009; J.D., University of South Carolina, Columbia, S.C., 2010; M.S., New York University, New York, N.Y., 2021",
T000468,Dina,Titus,Dina Titus,5/23/50,75,"75 years, 4 months",1/3/13,152,12.67,"12 years, 8 months",Alice,,Titus,Dina,Alice,,Titus,,,,,,"Thomasville, Thomas County, Ga","attended Tift County High School, Tifton, Ga.; A.B., College of William and Mary, Williamsburg, Va., 1970; M.A., University of Georgia, Athens, Ga., 1973; Ph.D., Florida State University, Tallahassee, Fla., 1976; professor, University of Nevada, Las Vegas, Nev., 1977-2011",
T000481,Rashida,Tlaib,Rashida Tlaib,7/24/76,49,"49 years, 2 months",1/3/19,80,6.67,"6 years, 8 months",Rashida,,Tlaib,,Rashida,,Tlaib,,,,,,"Detroit, Wayne County, Mich","graduated from Southwestern High School, Detroit, Mich., 1994; B.A., Wayne State University, Detroit, Mich., 1998; J.D., Western Michigan University, Lansing, Mich., 2004",
T000487,Jill,Tokuda,Jill Tokuda,3/3/76,49,"49 years, 7 months",1/3/23,32,2.67,"2 years, 8 months",Jill,,Tokuda,,Jill,,Tokuda,,,,,,,"graduated from James B. Castle High School, Kaneohe, Hawaii; B.A., George Washington University, Washington, D.C., 1997",
T000469,Paul,Tonko,Paul Tonko,6/18/49,76,"76 years, 3 months",1/3/09,200,16.67,"16 years, 8 months",Paul,,Tonko,,Paul,,Tonko,,,,,,"Amsterdam, Montgomery County, N.Y","graduated from Amsterdam High School, Amsterdam, N.Y., 1967; B.S., Clarkson University, Potsdam, N.Y., 1971",
T000474,Norma,Torres,Norma Torres,4/4/65,60,"60 years, 6 months",1/3/15,128,10.67,"10 years, 8 months",Norma,Judith,Torres,,Norma,Judith,Torres,,,,,,"Escuintla, Guatemala on April 4","graduated from Mountain View High School, El Monte, Calif., 1983; attended Mount San Antonio College, Walnut, Calif., 1999-2000; attended Rio Hondo College, Whittier, Calif.; B.A., National Labor College, Silver Spring, Md., 2012",
T000486,Ritchie,Torres,Ritchie Torres,3/12/88,37,"37 years, 7 months",1/3/21,56,4.67,"4 years, 8 months",Ritchie,,Torres,,Ritchie,,Torres,Mr.,,,,,"New York, Bronx County, N.Y","graduated from Herbert H. Lehman High School, New York City, N.Y., 2006; attended New York University, New York City, N.Y., 2006-2007",
T000482,Lori,Trahan,Lori Trahan,10/27/73,51,"51 years, 11 months",1/3/19,80,6.67,"6 years, 8 months",Lori,,Trahan,,Lori,,Trahan,,,,,,"Lowell, Middlesex County, Mass","graduated from Lowell High School, Lowell, Mass., 1991; B.S., Georgetown University, Washington, D.C., 1995; attended Harvard University, Cambridge, Mass., 2013",
T000491,Derek,Tran,Derek Tran,12/22/80,44,"44 years, 9 months",1/3/25,8,0.67,8 months,Derek,,Tran,,Derek,,Tran,,,,Army Army Reserve,Yes,"Los Angeles County, Calif","B.S., Bentley University, Waltham, Mass., 2003; J.D., Glendale University, Glendale, Calif., 2013",
T000278,Tommy,Tuberville,Tommy Tuberville,9/18/54,71,"71 years",1/3/21,56,4.67,"4 years, 8 months",Thomas,Hawley,Tuberville,Tommy,Thomas,Hawley,Tuberville,,,,,,"Camden, Ark","graduated Harmony Grove High School, Camden, Ark., 1972; B.S., physical education, Southern Arkansas University, 1976; college football coach",
T000463,Mike,Turner,Mike Turner,1/11/60,65,"65 years, 9 months",1/3/03,272,22.67,"22 years, 8 months",Michael,R.,Turner,,Michael,R.,Turner,,,,,,"Dayton, Montgomery County, Ohio","graduated from Belmont High School, Dayton, Ohio, 1978; B.A., Ohio Northern University, Ada, Ohio, 1982; J.D., Case Western Reserve University, Cleveland, Ohio, 1985; M.B.A., University of Dayton, Dayton, Ohio, 1992; Ph.D., Georgetown University, Washington, D.C., 2022",
U000040,Lauren,Underwood,Lauren Underwood,10/4/86,38,"39 years",1/3/19,80,6.67,"6 years, 8 months",Lauren,,Underwood,,Lauren,,Underwood,,,,,,"Mayfield Heights, Cuyahoga County, Ohio","graduated Neuqua Valley High School, Naperville, Ill., 2004; B.S.N., University of Michigan, Ann Arbor, Mich., 2008; M.S.N./M.P.H., Johns Hopkins University, Baltimore, Md., 2009",
V000129,David,Valadao,David Valadao,4/14/77,48,"48 years, 6 months",1/3/21,56,4.67,"4 years, 8 months",David,G.,Valadao,,David,G.,Valadao,,,,,,"Hanford, Kings County, Calif","graduated from Hanford High School, Hanford, Calif., 1995; attended College of the Sequoias, Visalia, Calif., 1996-1998",
V000128,Chris,Van Hollen,Chris Van Hollen,1/10/59,66,"66 years, 9 months",1/3/17,104,8.67,"8 years, 8 months",Christopher,,Van Hollen,,Christopher,,Van Hollen,,,,,,"Karachi, Pakistan","B.A., Swarthmore College, Swarthmore, Pa., 1982; M.P.P., Harvard University, Cambridge, Mass., 1985; J.D., Georgetown University, Washington, D.C., 1990",
V000130,Juan,Vargas,Juan Vargas,3/7/61,64,"64 years, 7 months",1/3/13,152,12.67,"12 years, 8 months",Juan,,Vargas,,Juan,,Vargas,,,,,,"National City, San Diego County, Calif","B.A., University of San Diego, San Diego, Calif., 1983; M.A., Fordham University, Bronx, N.Y., 1987; J.D., Harvard University, Cambridge, Mass., 1991",
V000136,Gabe,Vasquez,Gabe Vasquez,8/3/84,41,"41 years, 2 months",1/3/23,32,2.67,"2 years, 8 months",Gabriel,,Vasquez,,Gabriel,,Vasquez,,,,,,"El Paso, El Paso County, Texas","graduated from Montwood High School, El Paso, Texas; B.A., New Mexico State University, Las Cruces, N. Mex., 2008",
V000131,Marc,Veasey,Marc Veasey,1/3/71,54,"54 years, 9 months",1/3/13,152,12.67,"12 years, 8 months",Marc,,Veasey,,Marc,,Veasey,,,,,,"Fort Worth, Tarrant County, Tex","graduated from Arlington Heights High School, Fort Worth, Tex., 1990; B.S., Texas Wesleyan University, Fort Worth, Tex., 1995",
V000081,Nydia,Velázquez,Nydia Velázquez,3/28/53,72,"72 years, 6 months",1/3/93,392,32.67,"32 years, 8 months",Nydia,M.,Velazquez,,Nydia,M.,Velazquez,,,,,,"Yabucoa, P.R","B.A., University of Puerto Rico, Rio Piedras, 1974; M.A., New York University, New York, N.Y., 1976; faculty, University of Puerto Rico, Humacao, P.R., 1976-1981; adjunct professor, Hunter College, City University of New York, N.Y., 1981-1983",
V000138,Eugene,Vindman,Eugene Vindman,6/6/75,50,"50 years, 4 months",1/3/25,8,0.67,8 months,Eugene,Simon,Vindman,,Eugene,Simon,Vindman,,,,Army,Yes,"Kyiv, Ukraine","graduated from Franklin Delano Roosevelt High School, New York, N.Y.; B.A., Binghamton University, Binghamton, N.Y., 1997; M.A., Central Michigan University, Mt. Pleasant, Mich., 2005; J.D., University of Georgia, Atlanta, Ga., 2009",
W000812,Ann,Wagner,Ann Wagner,9/13/62,63,"63 years, 1 months",1/3/13,152,12.67,"12 years, 8 months",Ann,,Wagner,,Ann,,Wagner,,,,,,"St. Louis, Mo","graduated from Cor Jesu Academy, St. Louis, Mo., 1980; B.S.B.A., University of Missouri, Columbia, Mo., 1984",
W000798,Tim,Walberg,Tim Walberg,4/12/51,74,"74 years, 6 months",1/3/11,176,14.67,"14 years, 8 months",Tim,,Walberg,,Tim,,Walberg,,,,,,"Chicago, Cook County, Ill","graduated from Thornton Fractional Township North High School, Calumet, Ill., 1969; attended Western Illinois University, Macomb, Ill., 1969-1970; attended Moody Bible College Institute, Chicago, Ill., 1970-1973; B.S., Fort Wayne Bible College, Fort Wayne., Ind., 1975; M.A., Wheaton College, Wheaton, Ill., 1978; chair, Committee on Education and Workforce (One Hundred Nineteenth Congress).",
W000831,James,Walkinshaw,James Walkinshaw,10/2/82,42,"43 years",9/10/25,0,0,0 months,James,R.,Walkinshaw,,James,R.,Walkinshaw,,,,,,"Arlington County, Va","graduated from Stonewall Jackson High School, Quicksburg, Va., 2001; B.A., New York University, New York, N.Y., 2005",
W000805,Mark,Warner,Mark Warner,12/15/54,70,"70 years, 10 months",1/3/09,200,16.67,"16 years, 8 months",Mark,R.,Warner,,Mark,R.,Warner,,,,,,"Indianapolis, Ind","B.A., George Washington University, 1977; J.D., Harvard Law School, 1980",
W000790,Raphael,Warnock,Raphael Warnock,7/23/69,56,"56 years, 2 months",1/20/21,56,4.67,"4 years, 8 months",Raphael,Gamaliel,Warnock,,Raphael,Gamaliel,Warnock,,,,,,"Savannah, Ga","graduated Sol C. Johnson High School, Savannah, Ga., 1987; B.A., psychology, Morehouse College, 1991; M.Div., M.Phil., and Ph.D., Union Theological Seminary, New York, N.Y.",
W000817,Elizabeth,Warren,Elizabeth Warren,6/22/49,76,"76 years, 3 months",1/3/13,152,12.67,"12 years, 8 months",Elizabeth,,Warren,,Elizabeth,,Warren,,,,,,"Oklahoma City, Okla","attended George Washington University, 1966-1968; graduated University of Houston, B.S., 1970; graduated Rutgers University, J.D., 1976; elementary school teacher; law professor",
W000187,Maxine,Waters,Maxine Waters,8/15/38,87,"87 years, 2 months",1/3/91,416,34.67,"34 years, 8 months",Maxine,,Waters,,Maxine,,Waters,,,,,,"St. Louis, Mo","graduated from Vashon High School, St. Louis, Mo., 1956; B.A., California State University, Los Angeles, Calif., 1970",
W000814,Randy,Weber,Randy Weber,7/2/53,72,"72 years, 3 months",1/3/13,152,12.67,"12 years, 8 months",Randy,,Weber,,Randy,,Weber,,,,,,,"attended Alvin Community College in Alvin, Tex., 1971-1974; B.S., University of Houston-Clear Lake, Houston, Tex., 1977",
W000806,Daniel,Webster,Daniel Webster,4/27/49,76,"76 years, 5 months",1/3/11,176,14.67,"14 years, 8 months",Daniel,A.,Webster,,Daniel,A.,Webster,,,,,,"Charleston, Kanawha County, W.Va","graduated from Maynard Evans High School, Orlando, Fla., 1967; B.E.E., Georgia Institute of Technology, Atlanta, Ga., 1971",
W000800,Peter,Welch,Peter Welch,5/2/47,78,"78 years, 5 months",1/3/23,32,2.67,"2 years, 8 months",Peter,,Welch,,Peter,,Welch,,,,,,"Springfield, Hampden County, Mass","graduated from Cathedral High School, Springfield, Mass.; A.B., College of the Holy Cross, Worcester, Mass.; J.D., University of California, Berkeley, Calif., 1973",
W000821,Bruce,Westerman,Bruce Westerman,11/18/67,57,"57 years, 10 months",1/3/15,128,10.67,"10 years, 8 months",Bruce,,Westerman,,Bruce,,Westerman,,,,,,"Hot Springs, Garland County, Ark","graduated from Fountain Lake High School, Hot Springs, Ark., 1986; B.S., University of Arkansas, Fayetteville, Ark., 1990; M.F., Yale Forestry School, New Haven, Conn., 2001; member of the Fountain Lake, Ark., school board, 2006-2010",
W000802,Sheldon,Whitehouse,Sheldon Whitehouse,10/20/55,69,"69 years, 11 months",1/3/07,224,18.67,"18 years, 8 months",Sheldon,,Whitehouse,,Sheldon,,Whitehouse,,,,,,"Manhattan, N.Y","graduated Yale University 1978; J.D., University of Virginia 1982",
W000830,George,Whitesides,George Whitesides,3/3/74,51,"51 years, 7 months",1/3/25,8,0.67,8 months,George,,Whitesides,,George,,Whitesides,,,,,,Massachusetts,"graduated from Newton North High School, Newtonville, Mass., 1992; A.B., Princeton University, Princeton, N.J., 1996; M.Phil., University of Cambridge, Cambridge, England, 2000",
W000437,Roger,Wicker,Roger Wicker,7/5/51,74,"74 years, 3 months",12/31/07,212,17.67,"17 years, 8 months",Roger,F.,Wicker,,Roger,F.,Wicker,,,,,,"Pontotoc, Pontotoc County, Miss","graduated Pontotoc High School, Pontotoc, Miss., 1969; B.A., University of Mississippi, University, Miss., 1973; J.D., University of Mississippi, University, Miss. 1975",
W000829,Tony,Wied,Tony Wied,5/3/76,49,"49 years, 5 months",11/12/24,10,0.83,10 months,Tony,,Wied,,Tony,,Wied,,,,,,"Lincoln, Lancaster County, Nebr","graduated from Notre Dame Academy, Green Bay, Wisc.; graduated from St. Norbert College, De Pere, Wisc., 1998",
W000788,Nikema,Williams,Nikema Williams,7/30/78,47,"47 years, 2 months",1/3/21,56,4.67,"4 years, 8 months",Nikema,,Williams,,Nikema,,Williams,Ms.,,,,,"Columbus, Muscogee County, Ga","graduated from Talladega High School, Talladega, Ala., 1996; B.A., Talladega College, Talladega, Ala., 2000",
W000816,Roger,Williams,Roger Williams,9/13/49,76,"76 years, 1 months",1/3/13,152,12.67,"12 years, 8 months",Roger,,Williams,,Roger,,Williams,,,,,,"Evanston, Cook County, Ill","graduated from Arlington Heights High School, Fort Worth, Tex., 1967; B.A., Texas Christian University, Fort Worth, Tex., 1972; baseball coach, Texas Christian University, Fort Worth, Tx., 1974-1976",
W000808,Frederica,Wilson,Frederica Wilson,11/5/42,82,"82 years, 11 months",1/3/11,176,14.67,"14 years, 8 months",Frederica,,Wilson,,Frederica,,Wilson,,,,,,"Miami, Miami-Dade County, Florida","graduated from Miami Northwestern Senior High School, Miami, Fla., 1959; B.S., Fisk University, Nashville, Tenn., 1963; M.S., University of Miami, Coral Gables, Fla., 1972; elementary school principal; member of the Miami-Dade County school board",
W000795,Joe,Wilson,Joe Wilson,7/31/47,78,"78 years, 2 months",12/18/01,285,23.75,"23 years, 9 months",Joe,,Wilson,,Joe,,Wilson,,,,Army Reserve South Carolina National Guard,Yes,"Charleston, S.C","graduated from the High School of Charleston, Charleston, S.C.; B.A., Washington and Lee University, Lexington, Va., 1969; J.D., University of South Carolina, Columbia, S.C., 1972",
W000804,Rob,Wittman,Rob Wittman,2/3/59,66,"66 years, 8 months",12/11/07,213,17.75,"17 years, 9 months",Robert,J.,Wittman,,Robert,J.,Wittman,,,,,,"Washington, D.C","B.S., Virginia Polytechnic Institute, Blacksburg, Va., 1981; M.P.H., University of North Carolina, Chapel Hill, N.C., 1990; Ph.D., Virginia Commonwealth University, Richmond, Va., 2002",
