candidate name,party,fec_id,cid
"Wiesner, Patrick",D,S0KS00166,N00032740
"Wiggins, Brice",R,H2MS04308,N00049622
"Wiggins, Gloria",I,H2LA03147,N00051905
"Wight, Lyman",R,H2UT03348,N00051116
"Wik, Dan",D,H2NE03056,N00039405
"Wild, Susan",D,H8PA15229,N00041997
"Wildman, Andrew Jaye",I,S2MD00651,N00026737
"Wilhelm, Colin",D,H2CO03195,N00047928
"Wilkes, Mckayla",D,H2MD05536,N00044251
"Williams, Anthony",R,S2IL00291,N00051539
"Williams, Archie",D,H2UT03298,N00050959
"Williams, Brandon",R,H2NY22212,N00050433
"Williams, Charise A",D,H2IL01372,N00050355
"Williams, Cordie",R,S2CA01094,N00049380
"Williams, Cornelius",D,H2NE02140,N00049313
"Williams, Darrell L",D,S2WI00466,N00049265
"Williams, Dave",R,H2CO05216,N00049482
"Williams, Denise",R,H2AK00515,N00051611
"Williams, Henry II",R,H2NC01263,N00051190
"Williams, Jason",I,H2AK00499,N00051338
"Williams, John-Michael",I,S2CA00856,N00042381
"Williams, Kelly",D,H2DC01029,N00049495
"Williams, LaTroy",D,H6TN09415,N00039588
"Williams, Lily Tang",R,H2NH02260,N00049675
"Williams, Lindsey Demart",D,H2NY13120,N00049323
"Williams, Lynnette",D,H2TN08184,N00051596
"Williams, Marcus",D,S8NC00270,N00002361
"Williams, Marsha",D,H2IL16065,N00047868
"Williams, Michael Howard",R,H0TX31048,N00044060
"Williams, Mikal",D,H0TX14218,N00045792
"Williams, Nikema Natassha",D,H0GA05301,N00047361
"Williams, Rickey",R,H2TX03308,N00049784
"Williams, Roger",R,H2TX33040,N00030602
"Williams, Roy Jr",D,H2TX30251,N00050476
"Williams, Sam Jr",R,H8TX16166,N00043538
"Williams, Skylar",D,H2MT02118,N00049627
"Williams, Steve",I,H2CA36504,N00050794
"Williams, Tommy",3,S2UT00419,N00051016
"Williams, Victor",D,S2AL00277,N00050515
"Williams, Whittney",R,H2MI06158,N00045144
"Williamson, John",D,H2AZ06254,N00033451
"Wilson, Barry",I,H2IL14128,N00051052
"Wilson, Billy Ray",I,S0KY00255,N00025282
"Wilson, Celina",R,H2NY01265,N00051561
"Wilson, Daniel",I,H2CA26125,N00047894
"Wilson, Eric",D,H2CA12265,N00051346
"Wilson, Frederica",D,H0FL17068,N00030650
"Wilson, Joe",R,H2SC02059,N00024809
"Wilson, Tamie",D,H2OH04156,N00051094
"Wilson, Tremayne",I,H2AK00549,N00051614
"Wimbish, Calvin",R,H2FL10283,N00049509
"Windhauser, Angela Marie",R,H2DC10012,N00048673
"Windholz, Donna",I,H2CO04128,N00049480
"Windisch, David",R,H2OH02143,N00051092
"Winfrey, Janice",D,H2MI12172,N00037604
"Winn, Kathleen",R,H2AZ02378,N00049040
"Winstead, Kurt",R,H2TN05370,N00050469
"Winter, Tom",D,H0MT00090,N00044326
"Winton, Mike",I,H4TN06184,N00036467
"Wirth, Cinde",D,H2IN06304,N00050368
"Wirth, Claire",R,H2KY04196,N00048217
"Wise, Connell",D,H2DC01045,N00049497
"Wise, Scott",R,H8IN03068,N00030000
"Witt, Patrick J",R,H2GA10240,N00048982
"Wittman, Rob",R,H8VA01147,N00029459
"Wittum, Tres",R,H2TN05453,N00050944
"Wolf, Tim",3,H2CO02221,N00051888
"Wolfe, Andrew",R,H2NY11132,N00048266
"Wolff, Kevin Alan",R,H2NC13284,N00051201
"Womack, Steve",R,H0AR03055,N00031857
"Wong, Tom",R,H2CA14196,N00050062
"Wood, Daniel",R,H0AZ03461,N00045637
"Wood, John Frederick",I,S2MO00734,N00051542
"Wood, Marisa",D,H2CA23155,N00048477
"Wood, Michael",R,H2TX06293,N00048299
"Wood, Phil",R,H2IL08195,N00050616
"Woodard, Jeff",D,H2PA18234,N00049760
"Wooddell, Michelle",D,H2MI12164,N00050140
"Woodhouse, Michele",R,H2NC14035,N00049668
"Woodman, John",D,H2MO07192,N00050874
"Woods, Mary Jo",D,H2TX17084,N00048310
"Woods, Ray",I,S4OK00349,N00036606
"Woodward, Jo",R,H2AK00341,N00051323
"Wool, Adam",D,H2AK01240,N00051025
"Wozniak, Steve",I,H2CA05137,N00051344
"Wright, Carla",D,S8MO00269,N00043401
"Wright, Glenn",D,H2UT03306,N00050960
"Wright, Harrison",R,H2AL05136,N00048466
"Wright, Stephen",R,H6AK00284,N00039993
"Wright, Susan",R,H2TX06251,N00048295
"Wright-McCullum, Glenda",I,H2IL01190,N00047866
"Wyatt, Erick",R,H2OK02208,N00036459
"Wyden, Ron",D,S6OR00110,N00007724
"Wysocki, Fred",R,H8RI01092,N00043649
"Xiong, May Lor",R,H2MN04177,N00050398
"Xiong, Yan",D,H2NY01166,N00049320
"Xu, David",R,S2PA00570,N00049258
"Yadeta, Michael",R,H0MD08237,N00047140
"Yakhour, Wadi",R,H2WA03118,N00048055
"Yakym, Rudy",R,H2IN02295,N00051733
"Yanez, Henry",D,H2MI10168,N00032679
"Yassky, David",D,H2NY10258,N00051289
"Yates, Andy",R,H2AZ01370,N00049416
"Yates, Scott",D,H2CO03336,N00050074
"Yee, Rose",I,H2CA01268,N00050297
"Yetter, Joe",D,H2OR02156,N00050444
"Yoshida, Kyle",D,H2HI02631,N00051622
"Young, Aleem",3,H2IN09308,N00040793
"Young, Don",R,H6AK00045,N00007999
"Young, Geno",R,H2IL16115,N00048213
"Young, Geoffrey",D,H2KY06183,N00035887
"Young, Herschel",R,H2MO04116,N00034715
"Young, Ken",I,H2CA24187,N00046155
"Young, Rubin",R,H2FL23104,N00047943
"Young, Shuwaski",D,H2MS03136,N00048723
"Young, Todd",R,S6IN00191,N00030670
"Yu, Eugene",R,H2GA06206,N00050346
"Yu, Peter",R,S2CO00167,N00042087
"Yurash, Stephen",3,H2CO02197,N00050799
"Zajic, Alexandre",D,H2NY01216,N00050678
"Zakaria, Jazari Kual",D,H2NE01100,N00049673
"Zapata, Claudia",D,H2TX35128,N00048787
"Zavala, Diego",D,H0TX34026,N00046837
"Zavorka, Dana",R,H2TX21219,N00050719
"Zayas, Heba Machado",D,H2MD06336,N00051589
"Zelenitz, Gregory",R,H2OH06128,N00051096
"Zherka, Hasime",I,H2NY14169,N00050909
"Zhou, Lily",R,S2CA00948,N00047850
"Zimm, Christian Gerard",R,H2GA05166,N00049532
"Zimmerman, Marina",I,H2CO03260,N00048172
"Zimmerman, Robert",D,H2NY03188,N00050159
"Zink, David",D,H2CA01235,N00049047
"Zink, Jeff",R,H2AZ07187,N00047893
"Zinke, Ryan",R,H4MT01041,N00035616
"Zmich, Thomas",R,H0NY06086,N00046429
"Zorn, Steve",I,H2CO08111,N00043139
"Zsidisin, George",L,H2MO01252,N00051639
"Zumbluskas, Mike",R,H2NY12221,N00050429
"Zuniga, Paloma",R,H2CA33220,N00049276
"Zygmond, Curt",I,H2MT02068,N00048530
